id,type,front_id,icon_id,name,intro,condition1_type,para1_1,para1_2,para1_3,condition2_type,para2_1,para2_2,para2_3,condition3_type,para3_1,para3_2,para3_3,reward_coin,reward_exp,reward_stone,box_id,box_amount,reward_activity,star
"930264","3","0","920009","收割能手4","非娱乐模式下，使用迪亚比击败敌人20次","27","20","1","300009","0","0","0","0","0","0","0","0","175","175","0","0","1","4","4"
"930265","3","0","920009","收割能手5","非娱乐模式下，使用迪亚比击败敌人25次","27","25","1","300009","0","0","0","0","0","0","0","0","200","200","0","0","1","5","5"
"930271","3","0","920004","3连胜","除开房间和娱乐模式，获得3连胜","19","3","5","0","0","0","0","0","0","0","0","0","200","200","0","0","1","5","5"
"930281","3","0","930281","获得MVP","除开房间和娱乐模式，获得1次全场MVP","20","1","5","1","0","0","0","0","0","0","0","0","200","200","0","0","1","5","5"
"930291","3","0","920009","火焰能手1","非娱乐模式下，使用火王击败敌人5次","27","5","1","300010","0","0","0","0","0","0","0","0","130","130","0","0","1","1","1"
"930292","3","0","920009","火焰能手2","非娱乐模式下，使用火王击败敌人10次","27","10","1","300010","0","0","0","0","0","0","0","0","145","145","0","0","1","2","2"
"930293","3","0","920009","火焰能手3","非娱乐模式下，使用火王击败敌人15次","27","15","1","300010","0","0","0","0","0","0","0","0","160","160","0","0","1","3","3"
"930294","3","0","920009","火焰能手4","非娱乐模式下，使用火王击败敌人20次","27","20","1","300010","0","0","0","0","0","0","0","0","175","175","0","0","1","4","4"
"930295","3","0","920009","火焰能手5","非娱乐模式下，使用火王击败敌人25次","27","25","1","300010","0","0","0","0","0","0","0","0","200","200","0","0","1","5","5"
"930301","3","0","920009","捕猎能手1","非娱乐模式下，使用娜莎击败敌人5次","27","5","1","300011","0","0","0","0","0","0","0","0","130","130","0","0","1","1","1"
"930302","3","0","920009","捕猎能手2","非娱乐模式下，使用娜莎击败敌人10次","27","10","1","300011","0","0","0","0","0","0","0","0","145","145","0","0","1","2","2"
"930303","3","0","920009","捕猎能手3","非娱乐模式下，使用娜莎击败敌人15次","27","15","1","300011","0","0","0","0","0","0","0","0","160","160","0","0","1","3","3"
"930304","3","0","920009","捕猎能手4","非娱乐模式下，使用娜莎击败敌人20次","27","20","1","300011","0","0","0","0","0","0","0","0","175","175","0","0","1","4","4"
"930305","3","0","920009","捕猎能手5","非娱乐模式下，使用娜莎击败敌人25次","27","25","1","300011","0","0","0","0","0","0","0","0","200","200","0","0","1","5","5"
