id,map_entities_group_id,fixed_id,name,pos_x,pos_y,pos_z,rotating_y,type,entity_id,display,group,display_delay
"38","810000","0","1","-35.5","0.0","-23.45","360.0","0","850000","1","0","0"
"39","810000","0","","-33.37","0.066","36.66","271.0","0","850028","1","0","0"
"40","810000","0","","43.118","0.0","-17.948","360.0","0","881001","1","0","0"
"41","810000","0","1","27.604","0.06","-31.559","360.0","0","850029","1","0","0"
"42","810000","0","","-1.64","0.027","-28.12","360.0","0","880012","1","0","0"
"43","810000","0","1","-24.52","0.058","-38.76","360.0","0","850002","1","0","0"
"44","810000","0","1","-10.407","0.0","-23.921","360.0","0","850000","1","0","0"
"45","810000","0","1","-36.447","0.0599999","23.74","271.0","0","850029","1","0","0"
"46","810000","0","1","33.17","0.0","-3.88","360.0","0","850000","1","0","0"
"47","810000","0","","-19.9","0.066","-34.54","360.0","0","850028","1","0","0"
"48","810000","0","1","4.85","0.079","38.81","360.0","0","850002","1","0","0"
"49","810000","0","1","20.767","0.06","-7.461","271.0","0","850029","1","0","0"
"50","810000","0","","9.21","0.0","-0.72","360.0","0","852005","1","0","15000,30000"
"51","810000","0","","-37.21","0.027","-50.17","360.0","0","880012","1","0","0"
"52","810000","0","","-27.05","0.027","-22.36","360.0","0","880012","1","0","0"
"53","810000","0","1","19.2","0.0","-42.13","360.0","0","850000","1","0","0"
"54","810000","0","","-22.693","-0.02","-49.603","360.0","0","850027","1","0","0"
"55","810000","0","1","-11.816","3.286","-46.702","360.0","0","850003","1","0","0"
"56","810000","0","1","-45.801","1.09","21.602","48.0","0","850030","1","0","0"
"57","810000","0","","-11.39","0.027","18.71","360.0","0","880012","1","0","0"
"58","810000","0","","-43.29","0.073","0.47","271.0","0","850028","1","0","0"
"59","810000","0","1","35.98","0.98","-33.81","360.0","0","850000","1","0","0"
"60","810000","0","1","-32.1","0.06","-51.03","360.0","0","850029","1","0","0"
"61","810000","0","","51.608","0.027","-2.698","360.0","0","880012","1","0","0"
"62","810000","0","1","17.169","2.574","22.919","360.0","0","850003","1","0","0"
"63","810000","0","1","7.434","0.06","5.023","360.0","0","850029","1","0","0"
"64","810000","0","","15.51","0.027","-48.69","360.0","0","880012","1","0","0"
"65","810000","0","1","-34.812","0.161","-40.321","48.0","0","850030","1","0","0"
"66","810000","0","1","8.71","0.128","-37.33","360.0","0","850002","1","0","0"
"67","810000","0","1","38.484","1.059","-19.384","360.0","0","850029","1","0","0"
"68","810000","0","","-23.31","0.0","44.67","360.0","0","852005","1","0","15000,30000"
"69","810000","0","","-53.666","0.066","-47.066","271.0","0","850028","1","0","0"
"70","810000","0","","1.211","0.053","28.76","271.0","0","850028","1","0","0"
"71","810000","0","1","-3.79","0.058","-34.41","360.0","0","850002","1","0","0"
"72","810000","0","","-8.51","0.027","48.35","360.0","0","880012","1","0","0"
"73","810000","0","1","-43.48","0.97","30.1","360.0","0","850000","1","0","0"
"74","810000","0","","48.52","0.838","-46.737","360.0","0","880012","1","0","0"
"75","810000","0","","-30.59","0.0","-35.4","360.0","0","852005","1","0","15000,30000"
"76","810000","0","","-15.545","0.0","-4.092","271.0","0","881002","1","0","0"
"77","810000","0","1","-12.78","0.052","15.24","360.0","0","850002","1","0","0"
"78","810000","0","","49.796","0.95","-48.349","182.0","0","850028","1","0","0"
"79","810000","0","1","-41.494","1.03","18.01","360.0","0","850002","1","0","0"
"80","810000","0","","-41.64","0.97","13.23","343.0","0","850027","1","0","0"
"81","810000","0","1","18.82","0.05","10.62","360.0","0","850002","1","0","0"
"82","810000","0","","-1.21","0.078","-20.109","360.0","0","850028","1","0","0"
"83","810000","0","","2.734","0.027","4.262","360.0","0","880012","1","0","0"
"84","810000","0","1","40.41","1.138","-29.381","47.0","0","850030","1","0","0"
"85","810000","0","","19.83","0.0","29.024","271.0","0","881002","1","0","0"
"86","810000","0","","19.775","0.0","23.343","271.0","0","881002","1","0","0"
"87","810000","0","","-40.43","1.008","24.815","360.0","0","880012","1","0","0"
"88","810000","0","1","-6.66","0.195","0.341","45.0","0","850030","1","0","0"
"89","810000","0","1","5.34","0.0","30.07","360.0","0","850000","1","0","0"
"90","810001","0","1","25.2","0.0","19.86","360.0","0","850000","1","0","0"
"91","810001","0","","14.859","0.027","23.518","360.0","0","880012","1","0","0"
"92","810001","0","1","3.17","2.385","-5.89","360.0","0","850003","1","0","0"
"93","810001","0","","-27.946","0.0","14.422","89.0","0","881001","1","0","0"
"94","810001","0","1","-30.04","0.0","-43.89","360.0","0","850000","1","0","0"
"95","810001","0","","-15.489","0.0","-0.02","271.0","0","881002","1","0","0"
"96","810001","0","","15.809","0.057","18.428","92.0","0","850027","1","0","0"
"97","810001","0","","33.9","1.026","-23.17","88.0","0","850027","1","0","0"
"98","810001","0","","-49.172","1.01","18.495","271.0","0","850028","1","0","0"
"99","810001","0","","-26.296","0.055","-10.66","88.0","0","850027","1","0","0"
"100","810001","0","1","-35.5","0.0","-23.45","360.0","0","850000","1","0","0"
"101","810001","0","","-33.37","0.066","36.66","271.0","0","850028","1","0","0"
"102","810001","0","","43.118","0.0","-17.948","360.0","0","881001","1","0","0"
"103","810001","0","1","27.604","0.06","-31.559","360.0","0","850001","1","0","0"
"104","810001","0","","-1.64","0.027","-28.12","360.0","0","880012","1","0","0"
"105","810001","0","1","-24.52","0.058","-38.76","360.0","0","850002","1","0","0"
"106","810001","0","1","-10.407","0.0","-23.921","360.0","0","850000","1","0","0"
"107","810001","0","1","-36.447","0.0599999","23.74","271.0","0","850001","1","0","0"
"108","810001","0","1","33.17","0.0","-3.88","360.0","0","850000","1","0","0"
"109","810001","0","","-19.9","0.066","-34.54","360.0","0","850028","1","0","0"
"110","810001","0","1","4.85","0.079","38.81","360.0","0","850002","1","0","0"
"111","810001","0","1","20.767","0.06","-7.461","271.0","0","850001","1","0","0"
"112","810001","0","","9.21","0.0","-0.72","360.0","0","852005","1","0","15000,30000"
"113","810001","0","","-37.21","0.027","-50.17","360.0","0","880012","1","0","0"
"114","810001","0","","-27.05","0.027","-22.36","360.0","0","880012","1","0","0"
"115","810001","0","1","19.2","0.0","-42.13","360.0","0","850000","1","0","0"
"116","810001","0","","-22.693","-0.02","-49.603","360.0","0","850027","1","0","0"
"117","810001","0","1","-11.816","3.286","-46.702","360.0","0","850003","1","0","0"
"118","810001","0","1","-45.801","1.09","21.602","48.0","0","850030","1","0","0"
"119","810001","0","","-11.39","0.027","18.71","360.0","0","880012","1","0","0"
"120","810001","0","","-43.29","0.073","0.47","271.0","0","850028","1","0","0"
"121","810001","0","1","35.98","0.98","-33.81","360.0","0","850000","1","0","0"
"122","810001","0","1","-32.1","0.06","-51.03","360.0","0","850001","1","0","0"
"123","810001","0","","51.608","0.027","-2.698","360.0","0","880012","1","0","0"
"124","810001","0","1","17.169","2.574","22.919","360.0","0","850003","1","0","0"
"125","810001","0","1","7.434","0.06","5.023","360.0","0","850001","1","0","0"
"126","810001","0","","15.51","0.027","-48.69","360.0","0","880012","1","0","0"
"127","810001","0","1","-34.812","0.161","-40.321","48.0","0","850030","1","0","0"
"128","810001","0","1","8.71","0.128","-37.33","360.0","0","850002","1","0","0"
"129","810001","0","1","38.484","1.059","-19.384","360.0","0","850001","1","0","0"
"130","810001","0","","-23.31","0.0","44.67","360.0","0","852005","1","0","15000,30000"
"131","810001","0","","-53.666","0.066","-47.066","271.0","0","850028","1","0","0"
"132","810001","0","","1.211","0.053","28.76","271.0","0","850028","1","0","0"
"133","810001","0","1","-3.79","0.058","-34.41","360.0","0","850002","1","0","0"
"134","810001","0","","-8.51","0.027","48.35","360.0","0","880012","1","0","0"
"135","810001","0","1","-43.48","0.97","30.1","360.0","0","850000","1","0","0"
"136","810001","0","","48.52","0.838","-46.737","360.0","0","880012","1","0","0"
"137","810001","0","","-30.59","0.0","-35.4","360.0","0","852005","1","0","15000,30000"
"138","810001","0","","-15.545","0.0","-4.092","271.0","0","881002","1","0","0"
"139","810001","0","1","-12.78","0.052","15.24","360.0","0","850002","1","0","0"
"140","810001","0","","49.796","0.95","-48.349","182.0","0","850028","1","0","0"
"141","810001","0","1","-41.494","1.03","18.01","360.0","0","850002","1","0","0"
"142","810001","0","","-41.64","0.97","13.23","343.0","0","850027","1","0","0"
"143","810001","0","1","18.82","0.05","10.62","360.0","0","850002","1","0","0"
"144","810001","0","","-1.21","0.078","-20.109","360.0","0","850028","1","0","0"
"145","810001","0","","2.734","0.027","4.262","360.0","0","880012","1","0","0"
"146","810001","0","1","40.41","1.138","-29.381","47.0","0","850030","1","0","0"
"147","810001","0","","19.83","0.0","29.024","271.0","0","881002","1","0","0"
"148","810001","0","","19.775","0.0","23.343","271.0","0","881002","1","0","0"
"149","810001","0","","-40.43","1.008","24.815","360.0","0","880012","1","0","0"
"150","810001","0","1","-6.66","0.195","0.341","45.0","0","850030","1","0","0"
"151","810001","0","1","5.34","0.0","30.07","360.0","0","850000","1","0","0"
"152","812000","0","","-2.716","2.867","-11.357","42.0","0","850017","1","0","0"
"153","812000","0","","-2.33","0.04","3.24","225.0","0","890012","1","0","300000"
"154","812000","0","","-3.68","0.123","55.775","222.0","0","850028","1","0","0"
"155","812000","0","","-7.281","0.079","51.608","313.0","0","880010","1","0","0"
"156","812000","0","","33.138","0.172","20.541","316.0","0","850001","1","0","0"
"157","812000","0","3","-7.25","0.25","-23.94","324.0","0","850002","1","0","0"
"158","812000","0","","30.745","0.17","9.911","40.0","0","850027","1","0","0"
"159","812000","0","","-13.3","0.04","-8.36","225.0","0","890012","1","0","300000"
"160","812000","0","3","-36.67","0.134","4.39","42.0","0","850000","1","0","0"
"161","812000","0","","8.034","0.172","-39.624","224.0","0","850001","1","0","0"
"162","812000","0","","3.695","0.123","-21.597","224.0","0","881011","1","0","0"
"163","812000","0","","-24.99","0.079","43.2","315.0","0","880010","1","0","0"
"164","812000","0","3","0.171","0.172","-14.41","40.0","0","850001","1","0","0"
"165","812000","0","3","3.226","0.172","55.541","131.0","0","850001","1","0","0"
"166","812000","0","3","3.96","0.134","-1.82","42.0","0","850000","1","0","0"
"167","812000","0","3","-20.07","0.134","-29.0","42.0","0","850000","1","0","0"
"168","812000","0","","-50.882","0.17","5.716","59.0","0","850027","1","0","0"
"169","812000","0","3","-12.785","0.172","17.525","40.0","0","850001","1","0","0"
"170","812000","0","3","-4.061","0.172","23.07","310.0","0","850001","1","0","0"
"171","812000","0","","10.861","0.0","36.118","310.0","0","881012","1","0","0"
"172","812000","0","","-8.015","0.123","17.801","42.0","0","850028","1","0","0"
"173","812000","0","3","-9.394","0.267","11.218","355.0","0","850004","1","0","0"
"174","812000","0","","-0.638","0.123","-66.952","40.0","0","850028","1","0","0"
"175","812000","0","","-19.618","0.123","-38.784","224.0","0","881011","1","0","0"
"176","812000","0","","8.947","0.123","38.415","310.0","0","881011","1","0","0"
"177","812000","0","","8.782","0.079","-31.464","272.0","0","880010","1","0","0"
"178","812000","0","","13.218","0.172","1.913","225.0","0","850001","1","0","0"
"179","812000","0","3","1.92","0.25","-46.32","360.0","0","850002","1","0","0"
"180","812000","0","","33.387","0.123","16.156","75.0","0","850028","1","0","0"
"181","812000","0","3","-6.823","0.172","-15.186","42.0","0","850001","1","0","0"
"182","812000","0","","10.249","0.17","-56.911","42.0","0","850027","1","0","0"
"183","812000","0","","-42.021","0.123","-14.317","316.0","0","850028","1","0","0"
"184","812000","0","","9.233","0.172","30.332","297.0","0","850001","1","0","0"
"185","812000","0","3","-19.133","3.23","5.251","224.0","0","850003","1","0","0"
"186","812000","0","","-43.029","2.867","21.167","221.0","0","850017","1","0","0"
"187","812000","0","3","8.791","2.908","-18.129","92.0","0","850003","1","0","0"
"188","812000","0","","-13.769","0.079","-2.542","42.0","0","880010","1","0","0"
"189","812000","0","","-3.97","0.079","-2.6","42.0","0","880010","1","0","0"
"190","812000","0","3","-40.62","0.134","-9.26","42.0","0","850000","1","0","0"
"191","812000","0","","27.93","0.04","12.03","225.0","0","890012","1","0","300000"
"192","812000","0","","-7.484","0.123","-6.832","313.0","0","881011","1","0","0"
"193","812000","0","","-32.35","0.04","-18.1","225.0","0","890012","1","0","300000"
"194","812000","0","","10.854","0.172","-7.988","224.0","0","850001","1","0","0"
"195","812000","0","","-3.67","0.079","-55.26","313.0","0","880010","1","0","0"
"196","812000","0","3","-25.03","0.172","-36.24","246.0","0","850001","1","0","0"
"197","812000","0","3","23.146","2.908","3.367","42.0","0","850003","1","0","0"
"198","812000","0","","-8.108","0.172","-65.494","132.0","0","850001","1","0","0"
"199","812000","0","3","16.45","0.25","0.36","360.0","0","850002","1","0","0"
"200","812000","0","","-17.29","0.123","42.21","225.0","0","881011","1","0","0"
"201","812000","0","3","-26.85","0.134","37.25","42.0","0","850000","1","0","0"
"202","812000","0","","-19.646","0.123","-11.084","42.0","0","850028","1","0","0"
"203","812000","0","3","-5.61","0.25","38.86","324.0","0","850002","1","0","0"
"204","812000","0","3","-36.191","0.172","-3.562","42.0","0","850001","1","0","0"
"205","812000","0","3","-17.32","0.134","-43.55","42.0","0","850000","1","0","0"
"206","812000","0","","2.95","0.079","2.399","40.0","0","880010","1","0","0"
"207","812000","0","3","2.04","0.134","-58.15","42.0","0","850000","1","0","0"
"208","812000","0","3","-57.715","0.172","7.938","42.0","0","850001","1","0","0"
"209","812000","0","","0.463","0.123","44.456","224.0","0","881011","1","0","0"
"210","812000","0","3","2.925","0.245","-26.897","355.0","0","850004","1","0","0"
"211","812000","0","","-1.729","0.17","44.122","314.0","0","850027","1","0","0"
"212","812000","0","","16.164","0.17","39.44","310.0","0","850027","1","0","0"
"213","812000","0","","11.42","0.123","44.997","132.0","0","850028","1","0","0"
"214","812000","0","3","2.992","0.134","30.876","42.0","0","850000","1","0","0"
"215","812000","0","","6.868","0.17","-0.731","310.0","0","850027","1","0","0"
"216","812000","0","3","-12.31","0.134","6.67","42.0","0","850000","1","0","0"
"217","812000","0","","-27.11","0.079","-1.3","313.0","0","880010","1","0","0"
"218","812000","0","","-6.942","0.172","-4.231","224.0","0","850001","1","0","0"
"219","812000","0","","-45.254","0.123","29.913","224.0","0","850028","1","0","0"
"220","812000","0","","-13.7473","0.123","-30.8213","33.0","0","850028","1","0","0"
"221","812000","0","3","-24.546","0.25","0.772","324.0","0","850002","1","0","0"
"222","812000","0","","-8.789","0.123","6.684","225.0","0","881011","1","0","0"
"223","812000","0","","-23.64","0.079","-43.62","313.0","0","880010","1","0","0"
"224","812000","0","3","23.564","0.134","31.113","42.0","0","850000","1","0","0"
"225","812000","0","","-44.1","0.04","14.54","225.0","0","890012","1","0","300000"
"226","812000","0","3","-11.8","0.134","46.66","42.0","0","850000","1","0","0"
"227","812000","0","","-50.633","0.079","13.367","315.0","0","880010","1","0","0"
"228","812000","0","","-20.83","0.172","-20.54","134.0","0","850001","1","0","0"
"229","812000","0","","-30.76","0.079","26.72","315.0","0","880010","1","0","0"
"230","812000","0","","-35.59","0.04","31.17","225.0","0","890012","1","0","300000"
"231","812000","0","","14.82","0.04","35.09","225.0","0","890012","1","0","300000"
"232","812000","0","3","-34.24","0.134","22.61","42.0","0","850000","1","0","0"
"233","812000","0","","3.06","0.04","-32.09","285.0","0","890012","1","0","300000"
"234","812000","0","","-13.14","0.079","-19.8","313.0","0","880010","1","0","0"
"235","812000","0","","-35.875","0.123","12.532","42.0","0","850028","1","0","0"
"236","812000","0","3","-31.454","0.288","36.338","355.0","0","850004","1","0","0"
"237","812000","0","","-7.585","0.123","6.454","45.0","0","850028","1","0","0"
"238","812000","0","","-26.043","0.172","28.502","42.0","0","850001","1","0","0"
"239","812000","0","","-17.256","0.123","54.625","222.0","0","850028","1","0","0"
"240","812000","0","","-1.56","0.04","50.25","225.0","0","890012","1","0","300000"
"241","812000","0","","7.369","0.079","35.324","26.0","0","880010","1","0","0"
"242","812000","0","","-8.83","0.04","-55.17","225.0","0","890012","1","0","300000"
"243","812000","0","3","-21.246","0.134","-3.799","42.0","0","850000","1","0","0"
"244","812000","0","","-22.07","0.04","-33.48","225.0","0","890012","1","0","300000"
"245","812000","0","3","-52.039","0.25","2.363","324.0","0","850002","1","0","0"
"246","812000","0","","26.08","0.079","6.67","40.0","0","880010","1","0","0"
"247","812000","0","","-21.518","0.123","-47.036","313.0","0","850028","1","0","0"
"248","812000","0","","-44.02","0.079","-11.11","313.0","0","880010","1","0","0"
"249","812000","0","","-26.022","0.172","46.835","42.0","0","850001","1","0","0"
"250","812000","0","","-36.028","0.172","-20.947","133.0","0","850001","1","0","0"
"251","811000","0","2","-21.63","2.634","2.721","89.2101","0","850017","1","0","0"
"252","811000","0","2","10.755","2.604","0.677","87.5341","0","850017","1","0","0"
"253","811000","0","2","7.37","1.04","-8.76","318.62","0","850001","1","0","0"
"254","811000","0","2","-20.395","1.04","-12.426","268.919","0","850001","1","0","0"
"255","811000","0","2","-15.13","1.04","-17.8","179.189","0","850001","1","0","0"
"256","811000","0","2","-3.635","1.04","-1.628","179.189","0","850001","1","0","0"
"257","811000","0","2","-9.05","1.04","29.08","227.566","0","850001","1","0","0"
"258","811000","0","2","3.297","1.04","45.09","206.784","0","850001","1","0","0"
"259","811000","0","2","7.1","1.04","30.497","221.09","0","850001","1","0","0"
"260","811000","0","2","8.34","1.04","55.86","111.678","0","850001","1","0","0"
"261","811000","0","2","19.0","1.04","57.94","42.6237","0","850001","1","0","0"
"262","811000","0","2","17.197","1.04","32.961","89.1869","0","850001","1","0","0"
"263","811000","0","2","5.873","1.04","73.279","89.1869","0","850001","1","0","0"
"264","811000","0","2","-21.4","1.04","63.72","90.955","0","850001","1","0","0"
"265","811000","0","2","-21.57","1.04","25.212","90.955","0","850001","1","0","0"
"266","811000","0","2","1.5","0.67","30.54","0.0","0","850000","1","0","0"
"267","811000","0","2","-2.13","0.67","41.53","0.0","0","850000","1","0","0"
"268","811000","0","2","-17.68","0.67","64.7","0.0","0","850000","1","0","0"
"269","811000","0","2","14.38","0.67","49.651","0.0","0","850000","1","0","0"
"270","811000","0","2","12.84","0.67","17.097","0.0","0","850000","1","0","0"
"271","811000","0","2","-16.53","0.67","12.47","0.0","0","850000","1","0","0"
"272","811000","0","2","-18.55","0.67","35.3","0.0","0","850000","1","0","0"
"273","811000","0","2","-7.48","0.195","36.3","0.0","0","850002","1","0","0"
"274","811000","0","2","-19.45","0.195","51.04","0.0","0","850002","1","0","0"
"275","811000","0","2","12.73","0.195","8.89","0.0","0","850002","1","0","0"
"276","811000","0","2","15.38","0.195","40.98","0.0","0","850002","1","0","0"
"277","811001","0","2","-21.63","2.634","2.721","89.2101","0","850017","1","0","0"
"278","811001","0","2","10.755","2.604","0.677","87.5341","0","850017","1","0","0"
"279","811001","0","2","7.37","1.04","-8.76","318.62","0","850001","1","0","0"
"280","811001","0","2","-20.395","1.04","-12.426","268.919","0","850001","1","0","0"
"281","811001","0","2","-15.13","1.04","-17.8","179.189","0","850001","1","0","0"
"282","811001","0","2","-3.635","1.04","-1.628","179.189","0","850001","1","0","0"
"283","811001","0","2","-9.05","1.04","29.08","227.566","0","850001","1","0","0"
"284","811001","0","2","3.297","1.04","45.09","206.784","0","850001","1","0","0"
"285","811001","0","2","7.1","1.04","30.497","221.09","0","850001","1","0","0"
"286","811001","0","2","8.34","1.04","55.86","111.678","0","850001","1","0","0"
"287","811001","0","2","19.0","1.04","57.94","42.6237","0","850001","1","0","0"
"288","811001","0","2","17.197","1.04","32.961","89.1869","0","850001","1","0","0"
"289","811001","0","2","5.873","1.04","73.279","89.1869","0","850001","1","0","0"
"290","811001","0","2","-21.4","1.04","63.72","90.955","0","850001","1","0","0"
"291","811001","0","2","-21.57","1.04","25.212","90.955","0","850001","1","0","0"
"292","811001","0","2","1.5","0.67","30.54","0.0","0","850000","1","0","0"
"293","811001","0","2","-2.13","0.67","41.53","0.0","0","850000","1","0","0"
"294","811001","0","2","-17.68","0.67","64.7","0.0","0","850000","1","0","0"
"295","811001","0","2","14.38","0.67","49.651","0.0","0","850000","1","0","0"
"296","811001","0","2","12.84","0.67","17.097","0.0","0","850000","1","0","0"
"297","811001","0","2","-16.53","0.67","12.47","0.0","0","850000","1","0","0"
"298","811001","0","2","-18.55","0.67","35.3","0.0","0","850000","1","0","0"
"299","811001","0","2","-7.48","0.195","36.3","0.0","0","850002","1","0","0"
"300","811001","0","2","-19.45","0.195","51.04","0.0","0","850002","1","0","0"
"301","811001","0","2","12.73","0.195","8.89","0.0","0","850002","1","0","0"
"302","811001","0","2","15.38","0.195","40.98","0.0","0","850002","1","0","0"
"303","815000","0","","-13.809","3.1255","-37.365","314.0","0","850017","1","0","0"
"304","815000","0","","0.0","0.0","8.475","360.0","0","850027","1","0","0"
"305","815000","0","","45.639","0.0","4.228","45.0","0","850032","1","0","0"
"306","815000","0","","-33.94","0.01","5.63","315.0","0","881031","1","0","0"
"307","815000","0","","33.05","0.172","-11.64","45.0","0","850000","1","0","0"
"308","815000","0","","31.263","0.0","-21.986","42.0","0","850029","1","0","0"
"309","815000","0","","35.33","0.01","-4.46","316.0","0","881031","1","0","0"
"310","815000","0","","35.296","0.0","19.978","319.0","0","850027","1","0","0"
"311","815000","0","","14.4495","0.172","31.0175","45.0","0","850000","1","0","0"
"312","815000","0","","-16.352","0.172","-29.272","45.0","0","850000","1","0","0"
"313","815000","0","","-2.635","0.0","-45.058","144.0","0","850029","1","0","0"
"314","815000","0","","0.0","0.1","38.54","360.0","0","880002","1","0","0"
"315","815000","0","","12.0745","0.172","-31.8535","45.0","0","850000","1","0","0"
"316","815000","0","","-29.01","-0.19","20.37","42.0","0","880011","1","0","0"
"317","815000","0","","-39.96","-0.2","-8.15","42.0","0","880011","1","0","0"
"318","815000","0","","46.334","0.0","8.707","136.0","0","850029","1","0","0"
"319","815000","0","","16.08","0.0","-35.36","42.0","0","880011","1","0","0"
"320","815000","0","","-3.07","0.0","42.774","345.0","0","850027","1","0","0"
"321","815000","0","","5.13","0.01","-34.4","316.0","0","881031","1","0","0"
"322","815000","0","","-5.54","1.55705","10.823","135.0","0","850016","1","0","0"
"323","815000","0","","-5.93","4.841","-12.762","45.0","0","852001","1","0","0"
"324","815000","0","","16.1567","1.55705","11.5007","45.0","0","850016","1","0","0"
"325","815000","0","","-9.75","-0.11","-12.63","42.0","0","880011","1","0","0"
"326","815000","0","","-44.487","0.0","1.625","310.0","0","850032","1","0","0"
"327","815000","0","","8.786","1.5181","-12.914","318.0","0","850016","1","0","0"
"328","815000","0","","19.52","0.1","20.53","45.0","0","880003","1","0","0"
"329","815000","0","","-19.28","0.1","-18.8","45.0","0","880003","1","0","0"
"330","815000","0","","18.95","0.0","30.98","48.0","0","880011","1","0","0"
"331","815000","0","","23.828","0.436","-24.268","89.0","0","850030","1","0","0"
"332","815000","0","","-18.02","0.0","-33.4","319.0","0","850027","1","0","0"
"333","815000","0","","-20.93","-0.13","-14.19","92.0","0","880011","1","0","0"
"334","815000","0","","25.318","0.0","25.2233","135.0","0","850029","1","0","0"
"335","815000","0","","0.0","0.1","0.0","360.0","0","880002","1","0","0"
"336","815000","0","","12.249","0.0","-22.5435","271.0","0","850032","1","0","0"
"337","815000","0","","-12.502","0.172","12.502","45.0","0","850002","1","0","0"
"338","815000","0","","14.09","4.841","7.49","45.0","0","852001","1","0","0"
"339","815000","0","","-5.94","0.01","35.831","315.0","0","881031","1","0","0"
"340","815000","0","","-3.145","0.0","-8.426","360.0","0","850027","1","0","0"
"341","815000","0","","28.93","4.841","7.35","318.0","0","852001","1","0","0"
"342","815000","0","","8.568","0.0","2.8215","89.0","0","850029","1","0","0"
"343","815000","0","","18.92","0.1","-19.22","45.0","0","880003","1","0","0"
"344","815000","0","","-45.3717","0.0","5.77824","57.0","0","850029","1","0","0"
"345","815000","0","","-10.332","0.172","31.612","45.0","0","850000","1","0","0"
"346","815000","0","","-29.127","0.172","13.205","45.0","0","850000","1","0","0"
"347","815000","0","","7.02","0.0","-43.21","42.0","0","850027","1","0","0"
"348","815000","0","","0.0","0.1","-39.58","360.0","0","880002","1","0","0"
"349","815000","0","","-9.956","0.0","4.8165","138.0","0","850029","1","0","0"
"350","815000","0","","-25.543","0.429","22.818","89.0","0","850030","1","0","0"
"351","815000","0","","12.95","-0.02","-20.49","360.0","0","880011","1","0","0"
"352","815000","0","","8.54","-0.06","12.2","42.0","0","880011","1","0","0"
"353","815000","0","","-27.146","0.0","-22.184","138.0","0","850029","1","0","0"
"354","815000","0","","-41.028","0.0","8.472","182.0","0","850027","1","0","0"
"355","815000","0","","31.42","0.0","-17.75","48.0","0","880011","1","0","0"
"356","815000","0","","9.367","0.172","-9.367","45.0","0","850002","1","0","0"
