id,skill_id,lv,name,intro,intro2,intro3,img_id,skill_performance_id,type,talent_id,skill_action_id,group_id,group_step,next_time,charge,category,arng,target_camp,special_type,special_type_param,cd_time,var_1_effect,var_2_effect,var_3_effect,effect_delay,effect_times,mutieffect_time,target_range,target_angle,target_area,target_width,run_away_del,deviation_x,deviation_z,deviation_rotation,group_auto
"11","500003","2","愈战愈勇","受到攻击时有几率触发加速","[DD9B0F]提升移动速度10%，持续3秒[-]","","500003","0","0","530009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"12","500003","3","愈战愈勇","受到攻击时有几率触发加速","[DD9B0F]提升移动速度15%，持续3秒[-]","","500003","0","0","530009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"13","500003","4","愈战愈勇","受到攻击时有几率触发加速","[DD9B0F]提升移动速度20%，持续3秒[-]","","500003","0","0","530009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"14","500004","1","战术翻滚","往正前方快速翻滚","[DD9B0F]往正前方翻滚7米距离。[-]","","500004","32101","2","0","10103","0","0","0","1","0","0","0","0","0","9000","700004","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"15","500004","2","战术翻滚","往正前方快速翻滚","[DD9B0F]往正前方翻滚7米距离。[-]","","500004","32101","2","0","10103","0","0","0","1","0","0","0","0","0","9000","700004","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"16","500004","3","战术翻滚","往正前方快速翻滚","[DD9B0F]往正前方翻滚7米距离。[-]","","500004","32101","2","0","10103","0","0","0","1","0","0","0","0","0","9000","700004","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"17","500004","4","战术翻滚","往正前方快速翻滚","[DD9B0F]往正前方翻滚7米距离。[-]","","500004","32101","2","0","10103","0","0","0","1","0","0","0","0","0","9000","700004","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"18","500005","1","护盾装置","触发器技能","","","500002","10130","0","0","0","0","0","0","0","0","4","1","0","0","0","700005","0","0","0","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"19","500005","2","护盾装置","触发器技能","","","500002","10130","0","0","0","0","0","0","0","0","4","1","0","0","0","700005","0","0","0","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"20","500005","3","护盾装置","触发器技能","","","500002","10130","0","0","0","0","0","0","0","0","4","1","0","0","0","700005","0","0","0","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"21","500005","4","护盾装置","触发器技能","","","500002","10130","0","0","0","0","0","0","0","0","4","1","0","0","0","700005","0","0","0","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"22","500101","1","生化护盾","防护性盾罩，可大幅度增加防御力。连续使用，护盾会爆炸，可对周围敌人造成伤害并眩晕。","[DD9B0F]提高自身的防御力200点，护盾爆炸可造成165点伤害，及1秒眩晕。[-]","","500101","10210","2","0","10201","500101","1","7000","0","0","0","0","0","0","13000","700101","0","0","400","1","0","10.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"23","500101","2","生化护盾","防护性盾罩，可大幅度增加防御力。连续使用，护盾会爆炸，可对周围敌人造成伤害并眩晕。","[DD9B0F]提高自身的防御力240点，护盾爆炸可造成205点伤害，及1秒眩晕。[-]","","500101","10210","2","0","10201","500101","1","7000","0","0","0","0","0","0","13000","700101","0","0","400","1","0","10.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"24","500101","3","生化护盾","防护性盾罩，可大幅度增加防御力。连续使用，护盾会爆炸，可对周围敌人造成伤害并眩晕。","[DD9B0F]提高自身的防御力280点，护盾爆炸可造成245点伤害，及1秒眩晕。[-]","","500101","10210","2","0","10201","500101","1","7000","0","0","0","0","0","0","13000","700101","0","0","400","1","0","10.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"25","500101","4","生化护盾","防护性盾罩，可大幅度增加防御力。连续使用，护盾会爆炸，可对周围敌人造成伤害并眩晕。","[DD9B0F]提高自身的防御力320点，护盾爆炸可造成285点伤害，及1秒眩晕。[-]","","500101","10210","2","0","10201","500101","1","7000","0","0","0","0","0","0","13000","700101","0","0","400","1","0","10.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"26","500102","1","防护阵壁","在正前方筑起一道防护屏障，既可以阻挡去路，又可以防护攻击。","[DD9B0F]在自己面前放置一个掩体，可以帮助抵挡敌人的攻击。[-]","","500102","10230","2","0","10202","0","0","0","0","4","1","0","0","0","15000","700102","0","0","400","1","0","3.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"27","500102","2","防护阵壁","在正前方筑起一道防护屏障，既可以阻挡去路，又可以防护攻击。","[DD9B0F]在自己面前放置一个掩体，可以帮助抵挡敌人的攻击。[-]","","500102","10230","2","0","10202","0","0","0","0","4","1","0","0","0","14000","700102","0","0","400","1","0","3.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"28","500102","3","防护阵壁","在正前方筑起一道防护屏障，既可以阻挡去路，又可以防护攻击。","[DD9B0F]在自己面前放置一个掩体，可以帮助抵挡敌人的攻击。[-]","","500102","10230","2","0","10202","0","0","0","0","4","1","0","0","0","13000","700102","0","0","400","1","0","3.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"29","500102","4","防护阵壁","在正前方筑起一道防护屏障，既可以阻挡去路，又可以防护攻击。","[DD9B0F]在自己面前放置一个掩体，可以帮助抵挡敌人的攻击。[-]","","500102","10230","2","0","10202","0","0","0","0","4","1","0","0","0","12000","700102","0","0","400","1","0","3.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"30","500103","1","荆棘反制","受击后，可以降低对方的攻击速度和移动速度。","[DD9B0F]降低攻击者6%的攻击速度和移动速度[-]","","500103","0","0","530109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"31","500103","2","荆棘反制","受击后，可以降低对方的攻击速度和移动速度。","[DD9B0F]降低攻击者7%的攻击速度和移动速度[-]","","500103","0","0","530109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"32","500103","3","荆棘反制","受击后，可以降低对方的攻击速度和移动速度。","[DD9B0F]降低攻击者8%的攻击速度和移动速度[-]","","500103","0","0","530109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"33","500103","4","荆棘反制","受击后，可以降低对方的攻击速度和移动速度。","[DD9B0F]降低攻击者9%的攻击速度和移动速度[-]","","500103","0","0","530109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"34","500104","1","野蛮冲撞","往正前方进行冲撞，对路径上的敌人造成眩晕。","[DD9B0F]往正前方冲锋8米距离，并造成眩晕。[-]","","500104","32111","2","0","10204","0","0","0","1","0","0","0","0","0","11000","700104","700107","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"35","500104","2","野蛮冲撞","往正前方进行冲撞，对路径上的敌人造成眩晕。","[DD9B0F]往正前方冲锋8米距离，并造成眩晕。[-]","","500104","32111","2","0","10204","0","0","0","1","0","0","0","0","0","11000","700104","700107","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"36","500104","3","野蛮冲撞","往正前方进行冲撞，对路径上的敌人造成眩晕。","[DD9B0F]往正前方冲锋8米距离，并造成眩晕。[-]","","500104","32111","2","0","10204","0","0","0","1","0","0","0","0","0","11000","700104","700107","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"37","500104","4","野蛮冲撞","往正前方进行冲撞，对路径上的敌人造成眩晕。","[DD9B0F]往正前方冲锋8米距离，并造成眩晕。[-]","","500104","32111","2","0","10204","0","0","0","1","0","0","0","0","0","11000","700104","700107","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"38","500105","1","护盾爆炸","手动连招2","","","500101","10220","2","0","10203","500101","2","0","0","0","4","2","0","0","0","700105","700106","0","300","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"39","500105","2","护盾爆炸","手动连招2","","","500101","10220","2","0","10203","500101","2","0","0","0","4","2","0","0","0","700105","700106","0","300","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"40","500105","3","护盾爆炸","手动连招2","","","500101","10220","2","0","10203","500101","2","0","0","0","4","2","0","0","0","700105","700106","0","300","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"41","500105","4","护盾爆炸","手动连招2","","","500101","10220","2","0","10203","500101","2","0","0","0","4","2","0","0","0","700105","700106","0","300","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"42","500201","1","死亡音律","塞西擅长弹奏吉他，可以发出让人无法忍受的疯狂音律。","[DD9B0F]对周围敌人造成260点伤害并减少移动速度34%[-]","","500201","10310","2","0","10301","0","0","0","0","0","4","2","0","0","8000","700201","700205","0","200","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"43","500201","2","死亡音律","塞西擅长弹奏吉他，可以发出让人无法忍受的疯狂音律。","[DD9B0F]对周围敌人造成308点伤害并减少移动速度36%[-]","","500201","10310","2","0","10301","0","0","0","0","0","4","2","0","0","8000","700201","700205","0","200","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"44","500201","3","死亡音律","塞西擅长弹奏吉他，可以发出让人无法忍受的疯狂音律。","[DD9B0F]对周围敌人造成356点伤害并减少移动速度38%[-]","","500201","10310","2","0","10301","0","0","0","0","0","4","2","0","0","8000","700201","700205","0","200","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"45","500201","4","死亡音律","塞西擅长弹奏吉他，可以发出让人无法忍受的疯狂音律。","[DD9B0F]对周围敌人造成404点伤害并减少移动速度40%[-]","","500201","10310","2","0","10301","0","0","0","0","0","4","2","0","0","8000","700201","700205","0","200","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"46","500202","1","喷射冲击","能在进行攻击的时候，保障自己的生命安全，塞西的得意技能。","[DD9B0F]对前方范围敌人造成258点伤害，并向后跳跃6米。[-]","","500202","10320","2","0","10302","0","0","0","0","4","3","2","0","0","6000","700202","700206","0","0","1","0","4.0","90.0","0.0","0.0","0","0.0","0.0","0.0","0"
"47","500202","2","喷射冲击","能在进行攻击的时候，保障自己的生命安全，塞西的得意技能。","[DD9B0F]对前方范围敌人造成309点伤害，并向后跳跃6米。[-]","","500202","10320","2","0","10302","0","0","0","0","4","3","2","0","0","6000","700202","700206","0","0","1","0","4.0","90.0","0.0","0.0","0","0.0","0.0","0.0","0"
"48","500202","3","喷射冲击","能在进行攻击的时候，保障自己的生命安全，塞西的得意技能。","[DD9B0F]对前方范围敌人造成360点伤害，并向后跳跃6米。[-]","","500202","10320","2","0","10302","0","0","0","0","4","3","2","0","0","6000","700202","700206","0","0","1","0","4.0","90.0","0.0","0.0","0","0.0","0.0","0.0","0"
"49","500202","4","喷射冲击","能在进行攻击的时候，保障自己的生命安全，塞西的得意技能。","[DD9B0F]对前方范围敌人造成411点伤害，并向后跳跃6米。[-]","","500202","10320","2","0","10302","0","0","0","0","4","3","2","0","0","6000","700202","700206","0","0","1","0","4.0","90.0","0.0","0.0","0","0.0","0.0","0.0","0"
"50","500203","1","血腥屠戮","击杀敌人后立即回复自身一定生命值","[DD9B0F]回复生命值50。[-]","","500203","0","0","530209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"51","500203","2","血腥屠戮","击杀敌人后立即回复自身一定生命值","[DD9B0F]回复生命值60。[-]","","500203","0","0","530209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"52","500203","3","血腥屠戮","击杀敌人后立即回复自身一定生命值","[DD9B0F]回复生命值70。[-]","","500203","0","0","530209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"53","500203","4","血腥屠戮","击杀敌人后立即回复自身一定生命值","[DD9B0F]回复生命值80。[-]","","500203","0","0","530209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"54","500204","1","滑铲","往正前方进行滑铲","[DD9B0F]往正前方移动6米。[-]","","500204","32131","2","0","10303","0","0","0","1","0","0","0","0","0","7000","700204","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"55","500204","2","滑铲","往正前方进行滑铲","[DD9B0F]往正前方移动6米。[-]","","500204","32131","2","0","10303","0","0","0","1","0","0","0","0","0","7000","700204","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"56","500204","3","滑铲","往正前方进行滑铲","[DD9B0F]往正前方移动6米。[-]","","500204","32131","2","0","10303","0","0","0","1","0","0","0","0","0","7000","700204","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"57","500204","4","滑铲","往正前方进行滑铲","[DD9B0F]往正前方移动6米。[-]","","500204","32131","2","0","10303","0","0","0","1","0","0","0","0","0","7000","700204","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"58","500301","1","定时震荡","在自己身上安放一枚震荡装置，3秒后触发，伤害并眩晕周围所有目标","[DD9B0F]造成450点伤害并眩晕周围所有目标。[-]","","500302","10220","2","0","10401","0","0","0","0","0","4","2","0","0","8000","700306","700307","0","3150","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"59","500301","2","定时震荡","在自己身上安放一枚震荡装置，3秒后触发，伤害并眩晕周围所有目标","[DD9B0F]造成540点伤害并眩晕周围所有目标。[-]","","500302","10220","2","0","10401","0","0","0","0","0","4","2","0","0","8000","700306","700307","0","3150","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"60","500301","3","定时震荡","在自己身上安放一枚震荡装置，3秒后触发，伤害并眩晕周围所有目标","[DD9B0F]造成630点伤害并眩晕周围所有目标。[-]","","500302","10220","2","0","10401","0","0","0","0","0","4","2","0","0","8000","700306","700307","0","3150","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"61","500301","4","定时震荡","在自己身上安放一枚震荡装置，3秒后触发，伤害并眩晕周围所有目标","[DD9B0F]造成720点伤害并眩晕周围所有目标。[-]","","500302","10220","2","0","10401","0","0","0","0","0","4","2","0","0","8000","700306","700307","0","3150","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"62","500302","1","传送装置","可以让琼恩在战场上如鬼魅般来回穿梭的神奇装置。","[DD9B0F]点击释放传送装置，再点击释放即可回到传送装置所在位置。[-]","","500304","10420","2","0","10402","500302","1","20000","0","0","0","0","0","0","6000","700302","0","0","200","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"63","500302","2","传送装置","可以让琼恩在战场上如鬼魅般来回穿梭的神奇装置。","[DD9B0F]点击释放传送装置，再点击释放即可回到传送装置所在位置。[-]","","500304","10420","2","0","10402","500302","1","25000","0","0","0","0","0","0","6000","700302","0","0","200","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"64","500302","3","传送装置","可以让琼恩在战场上如鬼魅般来回穿梭的神奇装置。","[DD9B0F]点击释放传送装置，再点击释放即可回到传送装置所在位置。[-]","","500304","10420","2","0","10402","500302","1","30000","0","0","0","0","0","0","6000","700302","0","0","200","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"65","500302","4","传送装置","可以让琼恩在战场上如鬼魅般来回穿梭的神奇装置。","[DD9B0F]点击释放传送装置，再点击释放即可回到传送装置所在位置。[-]","","500304","10420","2","0","10402","500302","1","35000","0","0","0","0","0","0","6000","700302","0","0","200","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"66","500303","1","战场补给","间隔8秒自动对周围友军补充1枚子弹。","[DD9B0F]自动补充子弹1。[-]","","500303","0","0","530309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"67","500303","2","战场补给","间隔7秒自动对周围友军补充1枚子弹。","[DD9B0F]自动补充子弹1。[-]","","500303","0","0","530309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"68","500303","3","战场补给","间隔6秒自动对周围友军补充1枚子弹。","[DD9B0F]自动补充子弹1。[-]","","500303","0","0","530309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"69","500303","4","战场补给","间隔5秒自动对周围友军补充1枚子弹。","[DD9B0F]自动补充子弹1。[-]","","500303","0","0","530309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"70","500304","1","战术翻滚","往正前方快速翻滚","[DD9B0F]往正前方翻滚6米距离。[-]","","500004","10420","2","0","10403","0","0","0","1","0","0","0","0","0","12000","700304","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"71","500304","2","战术翻滚","往正前方快速翻滚","[DD9B0F]往正前方翻滚6米距离。[-]","","500004","10420","2","0","10403","0","0","0","1","0","0","0","0","0","12000","700304","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"72","500304","3","战术翻滚","往正前方快速翻滚","[DD9B0F]往正前方翻滚6米距离。[-]","","500004","10420","2","0","10403","0","0","0","1","0","0","0","0","0","12000","700304","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"73","500304","4","战术翻滚","往正前方快速翻滚","[DD9B0F]往正前方翻滚6米距离。[-]","","500004","10420","2","0","10403","0","0","0","1","0","0","0","0","0","12000","700304","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"74","500305","1","传送","传送_归位","","","500304","10430","2","0","10404","500302","2","0","0","0","0","0","0","0","8000","700305","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"75","500305","2","传送","传送_归位","","","500304","10430","2","0","10404","500302","2","0","0","0","0","0","0","0","8000","700305","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"76","500305","3","传送","传送_归位","","","500304","10430","2","0","10404","500302","2","0","0","0","0","0","0","0","8000","700305","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"77","500305","4","传送","传送_归位","","","500304","10430","2","0","10404","500302","2","0","0","0","0","0","0","0","8000","700305","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"78","500401","1","群体治疗","护士最善于救死扶伤，可以对同伴进行治疗。","[DD9B0F]对自己和周围的己方目标，进行治疗，回复152点生命值。[-]","","500401","10510","2","0","10501","0","0","0","0","0","4","1","0","0","12000","700401","0","0","500","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"79","500401","2","群体治疗","护士最善于救死扶伤，可以对同伴进行治疗。","[DD9B0F]对自己和周围的己方目标，进行治疗，回复182点生命值。[-]","","500401","10510","2","0","10501","0","0","0","0","0","4","1","0","0","12000","700401","0","0","500","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"80","500401","3","群体治疗","护士最善于救死扶伤，可以对同伴进行治疗。","[DD9B0F]对自己和周围的己方目标，进行治疗，回复212点生命值。[-]","","500401","10510","2","0","10501","0","0","0","0","0","4","1","0","0","12000","700401","0","0","500","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"81","500401","4","群体治疗","护士最善于救死扶伤，可以对同伴进行治疗。","[DD9B0F]对自己和周围的己方目标，进行治疗，回复242点生命值。[-]","","500401","10510","2","0","10501","0","0","0","0","0","4","1","0","0","12000","700401","0","0","500","1","0","0.0","0.0","4.0","0.0","0","0.0","0.0","0.0","0"
"82","500402","1","睡眠针","麻醉是护士的必修技能，可以让敌人陷入深沉的睡眠之中。","[DD9B0F]使敌人陷入4秒的睡眠。[-]","","500402","40101","2","0","10502","0","0","0","0","1","2","2","0","0","10000","700402","0","0","300","1","0","10.0","0.0","3.0","0.0","0","0.0","0.0","0.0","0"
"83","500402","2","睡眠针","麻醉是护士的必修技能，可以让敌人陷入深沉的睡眠之中。","[DD9B0F]使敌人陷入4秒的睡眠。[-]","","500402","40101","2","0","10502","0","0","0","0","1","2","2","0","0","10000","700402","0","0","300","1","0","10.0","0.0","3.0","0.0","0","0.0","0.0","0.0","0"
"84","500402","3","睡眠针","麻醉是护士的必修技能，可以让敌人陷入深沉的睡眠之中。","[DD9B0F]使敌人陷入4秒的睡眠。[-]","","500402","40101","2","0","10502","0","0","0","0","1","2","2","0","0","10000","700402","0","0","300","1","0","10.0","0.0","3.0","0.0","0","0.0","0.0","0.0","0"
"85","500402","4","睡眠针","麻醉是护士的必修技能，可以让敌人陷入深沉的睡眠之中。","[DD9B0F]使敌人陷入4秒的睡眠。[-]","","500402","40101","2","0","10502","0","0","0","0","1","2","2","0","0","10000","700402","0","0","300","1","0","10.0","0.0","3.0","0.0","0","0.0","0.0","0.0","0"
"86","500403","1","且战且行","战地护士的高阶技巧，命中目标后，提高移动速度。","[DD9B0F]提高30%移动速度。[-]","","500403","0","0","530409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"87","500403","2","且战且行","战地护士的高阶技巧，命中目标后，提高移动速度。","[DD9B0F]提高33%移动速度。[-]","","500403","0","0","530409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"88","500403","3","且战且行","战地护士的高阶技巧，命中目标后，提高移动速度。","[DD9B0F]提高36%移动速度。[-]","","500403","0","0","530409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"89","500403","4","且战且行","战地护士的高阶技巧，命中目标后，提高移动速度。","[DD9B0F]提高40%移动速度。[-]","","500403","0","0","530409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"90","500404","1","兴奋剂","护士除了救死扶伤，还能上场杀敌。","[DD9B0F]提升自身45%的伤害，持续2秒。[-]","","500404","10520","2","0","10503","0","0","0","0","0","0","0","0","0","8000","700404","0","0","300","1","0","10.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"91","500404","2","兴奋剂","护士除了救死扶伤，还能上场杀敌。","[DD9B0F]提升自身55%的伤害，持续2秒。[-]","","500404","10520","2","0","10503","0","0","0","0","0","0","0","0","0","8000","700404","0","0","300","1","0","10.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"92","500404","3","兴奋剂","护士除了救死扶伤，还能上场杀敌。","[DD9B0F]提升自身65%的伤害，持续2秒。[-]","","500404","10520","2","0","10503","0","0","0","0","0","0","0","0","0","8000","700404","0","0","300","1","0","10.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
"93","500404","4","兴奋剂","护士除了救死扶伤，还能上场杀敌。","[DD9B0F]提升自身75%的伤害，持续2秒。[-]","","500404","10520","2","0","10503","0","0","0","0","0","0","0","0","0","8000","700404","0","0","300","1","0","10.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0"
