id,type,name,performance_type_1,performance_1,performance_loop_1,performance_type_2,performance_2,performance_loop_2,performance_type_3,performance_3,performance_loop_3,performance_type_4,performance_4,performance_loop_4,separate,cast_performance,projectile,delay_performance,delay_time,weapon_performance,warning_performace
"11120","1","火王技能2_油桶投掷","1","111040","0","0","0","0","0","0","0","0","0","0","0","0","11120","111060","0","-1","0"
"11121","1","火王技能2_油桶投掷","1","111040","0","0","0","0","0","0","0","0","0","0","0","0","11121","111060","0","-1","0"
"11130","1","火王技能3_盾场燃烧","1","111080","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11131","1","火王技能3_盾场燃烧","1","111080","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11140","1","盾场燃烧_释放","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11141","1","盾场燃烧_释放","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11150","1","火墙爆发_释放","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11151","1","火墙爆发_释放","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11210","1","女弩技能1_定身陷阱","1","112010","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11211","1","女弩技能1_定身陷阱","1","112011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11220","1","女弩技能2_雷霆箭雨","1","112610","0","0","0","0","0","0","0","0","0","0","0","112050","0","112060","700","0","0"
"11221","1","女弩技能2_雷霆箭雨","1","112610","0","0","0","0","0","0","0","0","0","0","0","112051","0","112061","700","0","0"
"11230","1","定身陷阱_释放","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11231","1","定身陷阱_释放","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11240","1","女弩技能3_无畏跳射","1","112080","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11241","1","女弩技能3_无畏跳射","1","112081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11250","1","女弩技能3_2","1","112090","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11251","1","女弩技能3_2","1","112091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32010","1","手雷投掷","1","32010","0","0","0","0","0","0","0","0","0","0","0","0","2001","32011","0","-1","0"
"32020","1","闪光弹投掷","1","32020","0","0","0","0","0","0","0","0","0","0","0","0","2002","32021","0","-1","0"
"32030","1","燃烧弹投掷","1","32030","0","0","0","0","0","0","0","0","0","0","0","0","2003","32031","0","-1","0"
"32101","1","翻滚技能_盖亚","1","32101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32111","1","翻滚技能_壮汉","1","32111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32121","1","翻滚技能_女主","1","32121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32131","1","翻滚技能_塞西","1","32131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32141","1","翻滚技能_凯瑟琳","1","32141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32151","1","翻滚技能_比尔","1","32151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32161","1","翻滚技能_侠客","1","32161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32171","1","翻滚技能_护士","1","32171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32181","1","翻滚技能_阿拉伯","1","32181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32191","1","翻滚技能_迪亚比","1","32191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32201","1","翻滚技能_女弩","1","32201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32211","1","翻滚技能_火男","1","32211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33010","1","翻滚","1","33010","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33021","2","埋C4","2","33021","1","3","33022","0","0","0","0","0","0","0","0","0","0","0","0","-1","0"
"33023","3","拆C4","1","33023","0","2","33024","1","3","33025","0","0","0","0","0","0","0","0","0","-1","0"
"40101","1","火炮技能","1","40101","0","0","0","0","0","0","0","0","0","0","0","0","0","40114","200","0","0"
"40102","1","导弹技能","1","40102","0","0","0","0","0","0","0","0","0","0","0","40116","6002","40118","0","0","0"
"40103","1","突进","1","40103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40104","1","自爆","1","40104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52001","1","油桶爆炸","1","52001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52011","1","非混战模式-箱子-破坏表现","1","52011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52012","1","可破坏医疗箱子-破坏表现","1","52012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52013","1","可破坏手雷箱子-破坏表现","1","52013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53001","1","地雷（非技能）","1","53001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53011","1","持续喷火","1","53011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53021","1","冰冻特效","1","53021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53051","1","吸重盘","1","53051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53071","1","毒气陷阱","1","53071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53081","1","雪球","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53091","1","闪电","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53101","1","沼泽","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53111","1","油潭","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53121","1","流沙","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53131","1","地刺","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54004","1","吃手雷补给箱小","1","54004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54005","1","吃闪光弹小","1","54005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54006","1","吃医疗箱小","1","54006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54008","1","吃燃烧弹小","1","54008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54032","1","医疗箱大","1","54032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54041","1","生成器刷出表现","1","54041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54142","1","疾行装置","1","54142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54152","1","雷亚护盾","1","54152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54205","1","靶子破碎特效","1","54205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55204","1","吃经验","1","55204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"801001","1","BOSS_普通攻击1","1","61001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61003"
"801011","1","BOSS_普通攻击2","1","61004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61006"
"801021","1","BOSS_技能攻击1","1","61007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61011"
"801031","1","BOSS_技能攻击2","1","61012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61014"
"801041","1","BOSS_特殊攻击1","1","61015","0","0","0","0","0","0","0","0","0","0","0","0","8001","61017","0","0","61018"
"801051","1","BOSS_特殊攻击2","1","61019","0","0","0","0","0","0","0","0","0","0","0","0","8002","61021","0","0","61018"
